date,mall_name,region,visitors,sales_clothing,sales_restaurants,sales_cosmetics,sales_electronics
13/03/2020,Mall B,North,1682,57324,30399,6749,40587
13/03/2020,Mall C,South,592,141428,44647,10278,55027
14/03/2020,Mall A,Center,1473,38816,66915,34186,34338
14/03/2020,Mall B,North,514,95938,62403,37116,45356
14/03/2020,Mall C,South,1824,50538,27781,31315,44510
15/03/2020,Mall A,Center,1961,42571,31045,30079,57435
15/03/2020,Mall B,North,1276,124619,70053,26477,19593
15/03/2020,Mall C,South,1185,60717,15901,24209,50947
17/03/2020,Mall A,Center,1019,141445,42825,5078,55921
17/03/2020,Mall B,North,1077,28128,77043,12771,12507
17/03/2020,Mall C,South,1990,117537,71589,26423,10248
18/03/2020,Mall A,Center,1564,92899,76748,5355,13221
18/03/2020,Mall B,North,1717,80139,77754,28958,29911
18/03/2020,Mall C,South,912,132760,31150,27652,56083
19/03/2020,Mall A,Center,1928,61840,14611,29561,57138
19/03/2020,Mall B,North,1141,138578,60880,10020,16970
19/03/2020,Mall C,South,991,80476,13949,13380,63116
20/03/2020,Mall A,Center,839,146447,52589,24209,44904
20/03/2020,Mall B,North,1997,32807,18163,29775,43690
20/03/2020,Mall C,South,763,126467,32711,32297,44372
21/03/2020,Mall A,Center,1944,84825,53792,12748,36542
21/03/2020,Mall B,North,1340,91623,69484,31138,21570
21/03/2020,Mall C,South,1708,35510,21192,37199,30928
22/03/2020,Mall A,Center,1514,130715,67958,27818,33913
22/03/2020,Mall B,North,1838,44765,36046,5660,61009
22/03/2020,Mall C,South,1267,66909,27536,44695,27743
23/03/2020,Mall A,Center,1256,32088,58291,49179,21983
23/03/2020,Mall B,North,542,105530,47646,6228,25125
23/03/2020,Mall C,South,553,59138,50053,30223,14137
24/03/2020,Mall A,Center,1428,53435,38442,48198,26484
24/03/2020,Mall B,North,1966,145428,35650,32417,43636
24/03/2020,Mall C,South,1687,58150,23258,22217,11650
25/03/2020,Mall A,Center,1019,136345,45860,19209,44708
25/03/2020,Mall B,North,969,87627,64347,5668,35792
25/03/2020,Mall C,South,938,86326,72123,41349,16922
26/03/2020,Mall A,Center,520,95130,44825,14837,27586
26/03/2020,Mall B,North,989,109317,26149,43251,65833
26/03/2020,Mall C,South,1416,95019,58585,5880,51465
27/03/2020,Mall A,Center,769,33828,49367,7846,21571
27/03/2020,Mall B,North,1854,80379,39515,30623,22009
27/03/2020,Mall C,South,1912,61374,29136,42047,15837
28/03/2020,Mall A,Center,1764,38917,35199,9382,67520
28/03/2020,Mall B,North,1003,108118,69932,40825,35634
28/03/2020,Mall C,South,1964,118661,21485,35843,49645
30/03/2020,Mall A,Center,844,65292,72656,43508,46287
30/03/2020,Mall B,North,832,51562,43755,20585,20019
30/03/2020,Mall C,South,884,86936,54575,26718,11865
31/03/2020,Mall A,Center,572,141378,18993,21767,63350
31/03/2020,Mall B,North,803,115101,35810,18808,61539
31/03/2020,Mall C,South,741,23594,24199,8833,34524
01/04/2020,Mall A,Center,1579,145499,19781,42356,12387
01/04/2020,Mall B,North,1449,58107,56170,14118,50219
01/04/2020,Mall C,South,501,62164,76576,9580,13950
02/04/2020,Mall A,Center,1769,22595,55193,31817,20031
02/04/2020,Mall B,North,514,140297,24016,49638,35725
02/04/2020,Mall C,South,563,119962,15081,41657,56754
03/04/2020,Mall A,Center,847,44892,50717,28502,68330
03/04/2020,Mall B,North,1606,39864,48754,36049,17548
03/04/2020,Mall C,South,1222,42792,25458,23934,53746
04/04/2020,Mall A,Center,792,22150,43024,48756,54194
04/04/2020,Mall B,North,1759,59340,72989,43696,42220
04/04/2020,Mall C,South,1654,108689,57897,20977,57850
05/04/2020,Mall A,Center,1500,120149,42736,36112,49066
05/04/2020,Mall B,North,1025,47142,26609,8474,64099
05/04/2020,Mall C,South,1412,116114,59302,33442,36417
06/04/2020,Mall A,Center,1480,54632,11148,14726,30621
06/04/2020,Mall B,North,1178,36782,30518,45054,29081
06/04/2020,Mall C,South,1059,125992,59003,9029,56610
07/04/2020,Mall A,Center,619,60110,64603,7792,25467
07/04/2020,Mall B,North,1898,64380,65117,26327,12840
07/04/2020,Mall C,South,932,121296,75885,34957,40738
10/04/2020,Mall A,Center,1193,129999,62837,49837,57104
10/04/2020,Mall B,North,1259,83049,41156,19956,63031
10/04/2020,Mall C,South,1087,21069,70367,26270,33629
11/04/2020,Mall A,Center,1926,35504,40451,39770,16659
11/04/2020,Mall B,North,657,85619,39740,6977,11939
11/04/2020,Mall C,South,1769,27578,46924,41069,63297
13/04/2020,Mall A,Center,1966,34628,21952,47971,31105
13/04/2020,Mall B,North,728,76124,75378,24641,50684
13/04/2020,Mall C,South,1247,41002,36867,25915,15249
14/04/2020,Mall A,Center,1455,45563,25898,29023,38309
14/04/2020,Mall B,North,1666,121726,32878,26256,55612
14/04/2020,Mall C,South,1456,78360,11061,42581,34876
15/04/2020,Mall A,Center,1333,149265,22060,19394,67132
15/04/2020,Mall B,North,856,94613,50253,20640,39061
15/04/2020,Mall C,South,930,69503,48390,49127,24901
16/04/2020,Mall A,Center,1192,44122,74815,43957,68115
16/04/2020,Mall B,North,761,100239,53040,44866,20781
16/04/2020,Mall C,South,983,73301,72307,23126,40290
17/04/2020,Mall A,Center,1353,58846,23879,48436,25430
17/04/2020,Mall B,North,779,44975,67882,35314,59160
17/04/2020,Mall C,South,1154,53066,30419,26232,19834
18/04/2020,Mall A,Center,1448,124457,56580,21154,40658
18/04/2020,Mall B,North,1107,87010,10695,10458,28840
18/04/2020,Mall C,South,1540,76265,21925,35405,35739
19/04/2020,Mall A,Center,1302,46009,27928,14556,35668
19/04/2020,Mall B,North,724,47604,50111,13654,39947
19/04/2020,Mall C,South,995,105449,21286,31176,68494
20/04/2020,Mall A,Center,1192,70739,48221,39445,15761
20/04/2020,Mall B,North,1729,101390,20604,19481,69934
20/04/2020,Mall C,South,566,127829,51637,49907,21861
21/04/2020,Mall A,Center,902,93099,79996,10461,49224
21/04/2020,Mall B,North,554,31057,48721,34274,13807
21/04/2020,Mall C,South,1799,124066,19737,15895,37495
22/04/2020,Mall A,Center,977,30954,10618,31920,57310
22/04/2020,Mall B,North,1119,118963,66978,23773,41002
22/04/2020,Mall C,South,790,40213,62764,5926,42121
23/04/2020,Mall A,Center,1041,25148,46165,44423,49490
23/04/2020,Mall B,North,1996,96753,64333,22360,40466
23/04/2020,Mall C,South,932,54193,54421,14153,10891
24/04/2020,Mall A,Center,1271,27148,36367,11245,12475
24/04/2020,Mall B,North,1917,123954,21363,32217,50661
24/04/2020,Mall C,South,1437,96607,18095,10655,34082
25/04/2020,Mall A,Center,644,138140,25059,17173,23825
25/04/2020,Mall B,North,1348,125034,63323,39088,59979
25/04/2020,Mall C,South,730,90170,76284,20957,15875
26/04/2020,Mall A,Center,841,87399,20449,33268,46333
26/04/2020,Mall B,North,1959,84643,44772,26784,47042
26/04/2020,Mall C,South,1787,89715,13597,25953,61598
28/04/2020,Mall A,Center,825,78662,33442,7500,29580
28/04/2020,Mall B,North,1465,42575,42965,7694,18124
28/04/2020,Mall C,South,1312,65753,18498,9540,18644
29/04/2020,Mall A,Center,686,148179,59662,12143,63307
29/04/2020,Mall B,North,1005,125936,52498,33788,10455
29/04/2020,Mall C,South,1589,117143,26421,30839,20929
30/04/2020,Mall A,Center,1391,74621,49373,30302,33534
30/04/2020,Mall B,North,1059,90333,38646,29276,25850
30/04/2020,Mall C,South,1574,65919,60243,16087,22048
01/05/2020,Mall A,Center,1450,101579,57571,49301,49511
01/05/2020,Mall B,North,1665,31967,44423,38254,23876
01/05/2020,Mall C,South,649,64391,79222,39107,69816
02/05/2020,Mall A,Center,1230,112713,13023,25874,51512
02/05/2020,Mall B,North,587,37596,61542,46963,16803
02/05/2020,Mall C,South,1651,138637,46570,46080,34898
03/05/2020,Mall A,Center,1808,54503,72453,39341,22764
03/05/2020,Mall B,North,791,132809,26715,47559,57903
03/05/2020,Mall C,South,1538,129732,59918,16310,29098
04/05/2020,Mall A,Center,578,65981,61365,14016,42503
04/05/2020,Mall B,North,790,63631,16622,11561,11834
04/05/2020,Mall C,South,835,111342,74108,25226,39312
05/05/2020,Mall A,Center,1665,144152,60404,38508,18681
05/05/2020,Mall B,North,1725,38019,50352,34031,51209
05/05/2020,Mall C,South,563,81952,50416,22070,58203
06/05/2020,Mall A,Center,1578,134794,51942,23345,61639
06/05/2020,Mall B,North,1325,48072,15327,13987,25534
06/05/2020,Mall C,South,1554,28953,70337,47948,32884
07/05/2020,Mall A,Center,1121,98414,70134,37187,63779
07/05/2020,Mall B,North,538,117645,41466,27756,41757
07/05/2020,Mall C,South,1482,142813,15791,30864,21933
08/05/2020,Mall A,Center,1181,130526,37665,8667,32552
08/05/2020,Mall B,North,1070,56235,24987,33307,47760
08/05/2020,Mall C,South,874,38354,29402,27636,18167
09/05/2020,Mall A,Center,1683,46078,36346,47458,69407
09/05/2020,Mall B,North,1526,22063,12777,38446,65695
09/05/2020,Mall C,South,1781,89138,53134,43827,11970
10/05/2020,Mall A,Center,1660,32868,43519,27532,42490
10/05/2020,Mall B,North,877,24421,61567,31803,19057
10/05/2020,Mall C,South,981,90455,68965,12052,61310
11/05/2020,Mall A,Center,1230,62354,11970,6314,49047
11/05/2020,Mall B,North,1176,147921,75560,5843,34299
11/05/2020,Mall C,South,961,34730,36008,39282,64254
12/05/2020,Mall A,Center,1023,84217,47723,47756,39850
12/05/2020,Mall B,North,1048,61829,39174,35428,29967
12/05/2020,Mall C,South,1938,73653,68788,30910,54800
13/05/2020,Mall A,Center,842,29491,49268,14271,46059
13/05/2020,Mall B,North,696,127065,63132,40861,28224
13/05/2020,Mall C,South,931,133847,51765,30848,30112
14/05/2020,Mall A,Center,997,134513,50035,9371,69809
14/05/2020,Mall B,North,1526,142335,39202,20489,12804
14/05/2020,Mall C,South,1520,119723,36101,18411,11674
15/05/2020,Mall A,Center,618,86645,38713,33268,29112
15/05/2020,Mall B,North,1037,46586,78778,31030,66894
15/05/2020,Mall C,South,1178,59523,27593,26026,49055
16/05/2020,Mall A,Center,632,143573,10996,24642,42396
16/05/2020,Mall B,North,1782,136126,40981,21673,62554
16/05/2020,Mall C,South,581,47284,33068,24295,31786
17/05/2020,Mall A,Center,1236,135681,32875,18047,14427
17/05/2020,Mall B,North,553,88751,41643,28238,19900
17/05/2020,Mall C,South,1293,58569,39725,10608,45284
18/05/2020,Mall A,Center,1181,133474,36405,12886,13902
18/05/2020,Mall B,North,1962,109844,60697,21414,30818
18/05/2020,Mall C,South,1789,110224,76354,36636,52313
19/05/2020,Mall A,Center,1976,49789,46020,46267,30598
19/05/2020,Mall B,North,569,89770,33599,35549,38943
19/05/2020,Mall C,South,709,31308,32772,18870,32526
20/05/2020,Mall A,Center,1788,120737,28137,14807,42484
20/05/2020,Mall B,North,1026,86431,55153,25963,64734
20/05/2020,Mall C,South,677,24979,60058,49544,60758
21/05/2020,Mall A,Center,1717,123980,70676,29291,37272
21/05/2020,Mall B,North,1940,32071,55719,25207,43641
21/05/2020,Mall C,South,1990,111361,42711,47747,27955
22/05/2020,Mall A,Center,1358,78267,36668,37524,41132
22/05/2020,Mall B,North,1105,71267,75649,6133,24818
22/05/2020,Mall C,South,938,67253,78860,49179,54030
23/05/2020,Mall A,Center,1808,41590,54072,7687,50264
23/05/2020,Mall B,North,581,112425,38228,47272,57318
23/05/2020,Mall C,South,1658,55393,27544,31688,14860
24/05/2020,Mall A,Center,1076,104065,75093,26091,13749
24/05/2020,Mall B,North,762,37495,41866,21367,25914
24/05/2020,Mall C,South,1382,30305,69429,24652,61677
25/05/2020,Mall A,Center,1578,45249,20972,37636,49991
25/05/2020,Mall B,North,1053,64858,74878,10657,13746
25/05/2020,Mall C,South,1117,65474,60433,32989,18887
26/05/2020,Mall A,Center,1527,125085,30127,15264,19596
26/05/2020,Mall B,North,833,96832,68435,9063,40648
26/05/2020,Mall C,South,782,54891,49184,7719,46395
27/05/2020,Mall A,Center,1924,112566,71394,9286,15976
27/05/2020,Mall B,North,1747,139081,25813,14700,67702
27/05/2020,Mall C,South,1341,95391,31191,35994,38796
28/05/2020,Mall A,Center,1159,27146,24679,24666,43405
28/05/2020,Mall B,North,1619,131981,41966,14532,17407
28/05/2020,Mall C,South,1688,113788,62397,22154,26174
29/05/2020,Mall A,Center,760,141862,23793,40302,66020
29/05/2020,Mall B,North,1936,106054,45902,41976,52648
29/05/2020,Mall C,South,1575,53598,58400,25537,56546
30/05/2020,Mall A,Center,1310,130195,38180,17590,20030
30/05/2020,Mall B,North,1525,51404,52883,7827,36877
30/05/2020,Mall C,South,1268,127721,27251,40668,15727
01/06/2020,Mall A,Center,788,148156,51416,49215,67850
01/06/2020,Mall B,North,1609,116689,44899,16520,56532
01/06/2020,Mall C,South,1826,145173,56677,45056,41975
03/06/2020,Mall A,Center,1837,123628,47344,33655,47916
03/06/2020,Mall B,North,1239,145001,66327,44238,21292
03/06/2020,Mall C,South,1654,27124,71878,23446,22241
04/06/2020,Mall A,Center,1889,141903,60089,18455,69230
04/06/2020,Mall B,North,1604,109508,19510,28798,21743
04/06/2020,Mall C,South,1428,33189,19801,21069,16079
05/06/2020,Mall A,Center,1437,61039,22841,40342,28805
05/06/2020,Mall B,North,1196,65947,57693,11072,45337
05/06/2020,Mall C,South,865,72446,16553,13611,36444
06/06/2020,Mall A,Center,1773,97580,39938,48668,57773
06/06/2020,Mall B,North,1422,81848,58891,38554,60029
06/06/2020,Mall C,South,1632,136172,35168,38986,59276
07/06/2020,Mall A,Center,1708,99335,31819,49976,69387
07/06/2020,Mall B,North,571,127159,21215,7470,17306
07/06/2020,Mall C,South,996,132136,60101,30847,68296
08/06/2020,Mall A,Center,699,118598,54715,24089,63071
08/06/2020,Mall B,North,913,131984,20000,22672,67568
08/06/2020,Mall C,South,1031,97088,32386,20058,65618
09/06/2020,Mall A,Center,709,22803,19841,17590,51405
09/06/2020,Mall B,North,1743,45455,22331,34851,48902
09/06/2020,Mall C,South,892,101746,48599,38912,59185
10/06/2020,Mall A,Center,984,71936,12316,32692,46805
10/06/2020,Mall B,North,1997,111370,24021,32717,27563
10/06/2020,Mall C,South,1497,123984,23695,39064,53128
11/06/2020,Mall A,Center,1986,72052,71535,10253,21999
11/06/2020,Mall B,North,1356,96081,60691,25159,13069
11/06/2020,Mall C,South,1418,119370,37240,27118,68520
12/06/2020,Mall A,Center,1501,136674,66433,8618,42674
12/06/2020,Mall B,North,1385,119576,65593,16642,69951
12/06/2020,Mall C,South,855,103567,34672,35584,15958
13/06/2020,Mall A,Center,1752,49368,78612,31308,57157
13/06/2020,Mall B,North,1498,61308,53660,25654,50929
13/06/2020,Mall C,South,1195,79511,11702,20729,52887
14/06/2020,Mall A,Center,1773,82943,14826,18294,50620
14/06/2020,Mall B,North,965,58867,58210,38153,62453
14/06/2020,Mall C,South,1202,123676,60267,37454,10981
15/06/2020,Mall A,Center,826,47765,49360,39702,65790
15/06/2020,Mall B,North,694,35387,13249,16055,16647
15/06/2020,Mall C,South,1669,22601,18212,49407,21928
16/06/2020,Mall A,Center,1486,146181,54592,26983,38816
16/06/2020,Mall B,North,1086,84791,27921,28038,31651
16/06/2020,Mall C,South,942,96382,58764,27731,60459
21/06/2020,Mall A,Center,1749,75330,63902,24149,16892
21/06/2020,Mall B,North,1758,83196,23167,40763,61545
21/06/2020,Mall C,South,890,24252,71379,34079,34217
22/06/2020,Mall A,Center,534,27130,37449,31690,54751
22/06/2020,Mall B,North,1004,29351,35225,20222,52395
22/06/2020,Mall C,South,1816,63320,19925,5215,64859
24/06/2020,Mall A,Center,1515,82574,21324,30528,32165
24/06/2020,Mall B,North,1191,93723,46820,37456,17185
24/06/2020,Mall C,South,1058,125718,26060,27307,14878
25/06/2020,Mall A,Center,934,64622,62207,31282,50640
25/06/2020,Mall B,North,1836,39132,79497,16920,30302
25/06/2020,Mall C,South,1619,80760,32145,37556,68215
26/06/2020,Mall A,Center,925,100535,40702,45118,64093
26/06/2020,Mall B,North,1340,109826,30384,41503,65185
26/06/2020,Mall C,South,1932,74886,71849,43700,22494
27/06/2020,Mall A,Center,1755,72455,36379,10560,59208
27/06/2020,Mall B,North,729,29879,55177,36221,60726
27/06/2020,Mall C,South,1404,63518,25063,10837,57740
28/06/2020,Mall A,Center,828,144652,35413,41447,32247
28/06/2020,Mall B,North,1034,78760,31446,12187,36882
28/06/2020,Mall C,South,553,148937,73775,22667,53599
29/06/2020,Mall A,Center,636,20709,46861,49795,48571
29/06/2020,Mall B,North,1375,56576,24689,5525,15690
29/06/2020,Mall C,South,1503,98025,52581,7588,44878
30/06/2020,Mall A,Center,1561,55276,17037,9310,15078
30/06/2020,Mall B,North,814,32899,25229,11353,16259
30/06/2020,Mall C,South,748,149601,34377,23766,40822
01/07/2020,Mall A,Center,1715,71327,62179,6478,39823
01/07/2020,Mall B,North,725,119503,50359,8155,10458
01/07/2020,Mall C,South,1116,78342,27818,44269,26160
02/07/2020,Mall A,Center,1556,86269,41795,43054,30666
02/07/2020,Mall B,North,542,95618,62239,20475,40256
02/07/2020,Mall C,South,1495,104071,34127,24867,32389
03/07/2020,Mall A,Center,505,106054,38243,15074,42200
03/07/2020,Mall B,North,1878,64156,79806,22436,34906
03/07/2020,Mall C,South,563,92868,14857,39745,13534
04/07/2020,Mall A,Center,1482,29590,37713,24410,11135
04/07/2020,Mall B,North,626,66023,24906,47637,53983
04/07/2020,Mall C,South,1022,76615,74334,38043,40439
05/07/2020,Mall A,Center,1677,94703,69953,47702,14139
05/07/2020,Mall B,North,1901,102846,71642,43324,65863
05/07/2020,Mall C,South,1646,83633,64041,8371,40913
06/07/2020,Mall A,Center,1635,135127,40055,29377,24438
06/07/2020,Mall B,North,1208,129433,14614,20662,13063
06/07/2020,Mall C,South,1904,135629,32841,25741,63387
07/07/2020,Mall A,Center,1030,65325,77148,46878,39353
07/07/2020,Mall B,North,1410,46548,18907,48491,46831
07/07/2020,Mall C,South,1070,144874,57625,42665,50779
08/07/2020,Mall A,Center,1125,126587,26010,26178,12405
08/07/2020,Mall B,North,521,104484,41003,24345,14650
08/07/2020,Mall C,South,1072,91877,44882,9346,65679
09/07/2020,Mall A,Center,848,92462,14890,44560,29251
09/07/2020,Mall B,North,1441,99188,66505,18818,11754
09/07/2020,Mall C,South,1868,138540,63969,10680,41471
11/07/2020,Mall A,Center,961,134751,52289,39383,67396
11/07/2020,Mall B,North,880,97892,69699,45053,13343
11/07/2020,Mall C,South,1388,114486,62518,25600,67995
12/07/2020,Mall A,Center,995,139150,30246,24151,33418
12/07/2020,Mall B,North,1814,112513,25983,17239,63000
12/07/2020,Mall C,South,1398,83173,43857,12164,22647
13/07/2020,Mall A,Center,1353,67594,45874,36222,29994
13/07/2020,Mall B,North,621,63710,68332,6957,43097
13/07/2020,Mall C,South,1610,44540,37938,44651,32445
14/07/2020,Mall A,Center,591,82190,66682,17055,16892
14/07/2020,Mall B,North,1305,60112,38057,39010,31794
14/07/2020,Mall C,South,1236,140035,63878,25964,51926
15/07/2020,Mall A,Center,1129,115402,42960,16700,15143
15/07/2020,Mall B,North,1869,28058,78650,17747,33667
15/07/2020,Mall C,South,1372,39503,77769,24995,55455
16/07/2020,Mall A,Center,643,21377,53913,45144,69935
16/07/2020,Mall B,North,671,59574,10054,27203,51264
16/07/2020,Mall C,South,1652,83578,41174,33867,66392
17/07/2020,Mall A,Center,1284,29874,77002,17341,37718
17/07/2020,Mall B,North,1810,115521,57442,49845,43468
17/07/2020,Mall C,South,1062,36971,34246,41811,32093
18/07/2020,Mall A,Center,1349,45509,51502,43139,45491
18/07/2020,Mall B,North,736,141085,10867,16689,42892
18/07/2020,Mall C,South,1935,82132,49818,42152,29463
19/07/2020,Mall A,Center,1262,148062,57098,5507,36186
19/07/2020,Mall B,North,645,113636,66581,23697,36640
19/07/2020,Mall C,South,1823,70928,63625,6671,39240
20/07/2020,Mall A,Center,1480,52979,38982,36815,46172
20/07/2020,Mall B,North,1056,40810,62186,42627,60847
20/07/2020,Mall C,South,819,94492,59956,45697,53650
21/07/2020,Mall A,Center,1379,86335,51807,33417,50412
21/07/2020,Mall B,North,1673,109065,57098,32899,24129
21/07/2020,Mall C,South,1566,34919,59018,26116,45449
22/07/2020,Mall A,Center,1803,118900,17736,10802,12539
22/07/2020,Mall B,North,1351,65115,41846,7648,58472
22/07/2020,Mall C,South,1663,118111,21543,33157,13320
23/07/2020,Mall A,Center,779,117192,11770,19536,15130
23/07/2020,Mall B,North,865,92041,71857,17133,30466
23/07/2020,Mall C,South,711,141843,67492,44438,47068
25/07/2020,Mall A,Center,778,140538,69499,27969,57223
25/07/2020,Mall B,North,873,130159,56620,44828,53481
25/07/2020,Mall C,South,1292,31019,60492,26744,19048
26/07/2020,Mall A,Center,827,55421,16927,40887,56081
26/07/2020,Mall B,North,1596,112638,77219,10797,64825
26/07/2020,Mall C,South,1883,54265,21873,10581,53657
27/07/2020,Mall A,Center,1024,122242,70193,7501,52062
27/07/2020,Mall B,North,1960,37088,18116,49668,26374
27/07/2020,Mall C,South,1357,128510,61665,29486,41948
